TotalProducts,Id,Depth,ParentId,Name,SubTreeCount
21,113403,4,112945,"Raster signal connectors 5,03mm",0
77,112952,4,112945,"Raster signal connectors 5,08mm",0
90,113263,4,112945,"Raster signal connectors 5,70mm",0
9,113404,4,112945,"Raster signal connectors 6,10mm",0
197,113405,4,112945,"Raster signal connectors 6,35mm",0
16,113389,4,112945,"Raster signal connectors 7,50mm",0
39,113406,4,112945,"Raster signal connectors 10mm",0
5634,31,2,46,"Data connectors",7
3421,100038,3,31,"D-Sub connectors",5
975,113791,4,100038,"D-Sub plugs and sockets",0
1507,113792,4,100038,"Complete D-Sub plugs",0
688,113793,4,100038,"D-Sub housings",0
115,113794,4,100038,"D-Sub adaptors",0
136,113795,4,100038,"D-Sub accessories",0
87,113410,3,31,"MDR connectors",0
686,100379,3,31,"USB & IEEE1394 connectors",0
1101,112953,3,31,"RJ connectors",0
170,100432,3,31,"Card connectors",0
9,100037,3,31,"Centronics connectors",0
160,113564,3,31,"Optical connectors",0
2476,112955,2,46,"RF connectors",13
24,113609,3,112955,"4.3-10 connectors",0
664,100357,3,112955,"BNC connectors",0
66,100362,3,112955,"UHF & Mini-UHF connectors",0
221,100358,3,112955,"TNC connectors",0
6,113538,3,112955,"C connectors",0
270,100359,3,112955,"N connectors",0
16,100360,3,112955,"FME connectors",0
642,100361,3,112955,"SMA, SMB, SMC connectors",0
181,100449,3,112955,"MCX, MMCX connectors",0
11,113539,3,112955,"Micro connectors",0
88,100363,3,112955,"F connectors",0
231,112956,3,112955,"Coaxial connectors",0
56,100365,3,112955,"RF adapters",0
19500,33,2,46,"Industrial connectors",4
13068,100366,3,33,"Industrial circular connectors",25
104,112961,4,100366,"C16-1 EcoMate connectors",0
67,113462,4,100366,"HARTING connectors",0
191,113227,4,100366,"RT360 connectors",0
20,112963,4,100366,"CM connectors",0
151,112964,4,100366,"CPC connectors",0
15,112965,4,100366,"CA connectors",0
124,113388,4,100366,"7/8"" connectors",0
30,113626,4,100366,"M5 connectors",0
518,112966,4,100366,"M8 connectors",0
264,113785,4,100366,"M9 connectors",0
2108,112967,4,100366,"M12 connectors",4
944,113505,5,112967,"M12 plugs and sockets",0
1056,113506,5,112967,"M12 connectors with cable",0
82,113507,5,112967,"M12 adapters",0
26,113508,5,112967,"M12 connector accessories",0
952,113411,4,100366,"M16 connectors",0
9,118175,4,100366,"M18 Connectors",0
562,113277,4,100366,"M23 connectors",0
16,118176,4,100366,"M25 Connectors",0
30,113615,4,100366,"M27 connectors",0
96,112968,4,100366,"PT-451 connectors",0
869,112969,4,100366,"PX connectors",0
33,112971,4,100366,"UTG connectors",0
186,113412,4,100366,"LEMO connectors",0
5584,112972,4,100366,"WEIPU connectors",0
133,113407,4,100366,"SWITCHCRAFT connectors",0
50,113627,4,100366,"X-Lok connectors",0
277,118165,4,100366,"Hirose connectors",0
679,118177,4,100366,"Binder Connectors",0
5438,112977,3,33,"Rectangular multipole connectors",4
16,112982,4,112977,"G connectors",0
30,112984,4,112977,"ST connectors",0
28,113408,4,112977,"EDAC connectors",0
5364,113616,4,112977,"HDC connectors",11
339,113617,5,113616,"DEGSON Connectors",0
540,113618,5,113616,"Amphenol connectors",0
2215,113619,5,113616,"HARTING connectors",0
231,113620,5,113616,"GWconnect connectors",0
406,113621,5,113616,"ILME connectors",0
1160,113622,5,113616,"LAPP connectors",0
106,113780,5,113616,"Phoenix Contact Connectors",0
201,113623,5,113616,"TE Connectivity connectors",0
82,113624,5,113616,"Weidmuller connectors",0
82,113739,5,113616,"Wieland connectors",0
2,114070,5,113616,"HDC connectors - others",0
267,112985,3,33,"Valve connectors",0
727,112988,3,33,"Industrial connectors - others",0
5112,118167,2,46,"Military connectors",4
1837,118168,3,118167,"MIL-C-5015 connectors",0
275,118169,3,118167,"VG95234 connectors",0
1127,118170,3,118167,"D38999 Series I connectors",0
1873,118171,3,118167,"D38999 Series III connectors",0
1215,118172,2,46,"Automotive connectors",0
8331,34,2,46,"Power connectors",6
3047,100475,3,34,"AC supply connectors",4
433,113600,4,100475,"Mains connectors",0
363,113601,4,100475,"Industrial IEC 60309 connectors",0
1870,113602,4,100475,"IEC 60320 connectors",0
381,113603,4,100475,"AC connectors - others",0
2006,113584,3,34,"Terminal blocks",5
237,113585,4,113584,"Terminal blocks",0
606,113586,4,113584,"PCB terminal blocks",0
878,113587,4,113584,"Pluggable terminal blocks",0
175,113588,4,113584,"Quick Splice",0
110,113589,4,113584,"Terminal blocks - others",0
1038,112990,3,34,"DC power connectors",0
157,113409,3,34,"LED connectors",0
44,113371,3,34,"Solar connectors",0
2039,100042,3,34,"Rail mounted connectors",0
1396,35,2,46,"Audio-video connectors",8
402,112991,3,35,"XLR & mini XLR connectors",2
371,100635,4,112991,"XLR connectors",0
31,112992,4,112991,"Mini XLR connectors",0
428,100374,3,35,"Jack connectors",0
117,100375,3,35,"RCA  connectors",0
217,112993,3,35,"DIN & mini DIN connectors",2
189,100377,4,112993,"DIN connectors",0
28,112994,4,112993,"Mini DIN connectors",0
74,100376,3,35,"Loudspeaker connectors",0
52,100378,3,35,"Microphone connectors",0
55,100380,3,35,"EURO, HDMI connectors",0
51,100383,3,35,"AV adapters",0
3695,100467,2,46,"Push-on connectors and cable terminals",4
1021,112995,3,100467,"Insulated terminals",0
1568,100492,3,100467,"Non-insulated terminals",0
617,100041,3,100467,"Bootlace ferrule and butt splice",0
489,112996,3,100467,"Solder terminals PCB mount",0
343,100184,2,46,"Other connectors",0
869,113744,2,46,"Other connectors TE",0
3092,113975,2,46,"Other connectors Harting",0
1569,113760,2,46,"Other connectors Molex",0
2183,118095,2,46,"Other Amphenol Connectors",0
1462,118102,2,46,"Other Neutrik Connectors",0
3385,118155,2,46,"Other Hirose Connectors",0
2804,118164,2,46,"Other Binder Connectors",0
26033,42,1,111000,"Fuses and Circuit Breakers",11
1057,100131,2,42,"SMD Fuses",13
10,113149,3,100131,"0402 SMD Fuses",1
10,113150,4,113149,"0402 SMD Fuses - Ultra Fast",0
49,112997,3,100131,"0603 SMD Fuses",1
49,112998,4,112997,"0603 SMD Fuses - Ultra Fast",0
6,112999,3,100131,"0805 SMD Fuses",1
6,113000,4,112999,"0805 SMD Fuses - Ultra Fast",0
178,113001,3,100131,"1206 SMD Fuses",3
80,113151,4,113001,"1206 SMD Fuses - Fast",0
36,113152,4,113001,"1206 SMD Fuses - Time-Lag",0
62,113002,4,113001,"1206 SMD Fuses - Ultra Fast",0
180,113003,3,100131,"2410 SMD Fuses",3
47,113004,4,113003,"2410 SMD Fuses - Fast",0
73,113005,4,113003,"2410 SMD Fuses - Time-Lag",0
60,113135,4,113003,"SMD Fuses 2410 - Ultra Fast",0
11,113153,3,100131,"MGA SMD Fuses",1
11,113154,4,113153,"MGA SMD Fuses - Ultra Fast",0
142,113006,3,100131,"OM SMD Fuses",2
104,113155,4,113006,"OMF SMD Fuses - Fast",0
38,113156,4,113006,"OMT SMD Fuses - Time-Lag",0
173,113008,3,100131,"UM SMD Fuses",3
44,113170,4,113008,"UMF SMD Fuses - Fast",0
99,113009,4,113008,"UMT SMD Fuses - Time-Lag",0
30,113157,4,113008,"UMZ SMD Fuses - Time-Lag",0
48,113158,3,100131,"5x20mm SMD Fuses",1
48,113159,4,113158,"5x20mm SMD Fuses - Time-Lag",0
34,113010,3,100131,"SMD Fuses 8x4,5x4,5mm",1
34,113011,4,113010,"SMD Fuses 8x4,5x4,5mm - Time-Lag",0
17,113137,3,100131,"PICO SMD Fuses",2
9,113138,4,113137,"PICO SMD Fuses - Time-Lag",0
8,113139,4,113137,"PICO SMD Fuses - Ultra Fast",0
76,113012,3,100131,"SMD Fuses with Holder",3
39,113013,4,113012,"SMD Fuses with Holder - Ultra Fast",0
6,113014,4,113012,"SMD Fuses with Holder - Fast",0
31,113015,4,113012,"SMD Fuses with Holder - Time Lag",0
133,113016,3,100131,"SMD Fuses - Others",0
2990,113288,2,42,"Miniature Fuses",8
128,113289,3,113288,"Fuses 5x15mm",2
70,113290,4,113289,"Fuses 5x15mm - Fast",0
58,113291,4,113289,"Fuses 5x15mm - Time-Lag",0
1267,113292,3,113288,"Fuses 5x20mm",4
444,113293,4,113292,"Fuses 5x20mm - Fast",0
668,113294,4,113292,"Fuses 5x20mm - Time-Lag",0
105,113295,4,113292,"Fuses 5x20mm - Medium Time-Lag",0
50,113296,4,113292,"Fuses 5x20mm - Super Fast",0
17,113297,3,113288,"Fuses 5x25mm",2
10,113298,4,113297,"Fuses 5x25mm - Fast",0
7,113299,4,113297,"Fuses 5x25mm - Medium Time-Lag",0
696,113300,3,113288,"Fuses 6,3x32mm",3
284,113301,4,113300,"Fuses 6,3x32mm - Fast",0
336,113302,4,113300,"Fuses 6,3x32mm - Time-Lag",0
76,113303,4,113300,"Fuses 6,3x32mm - Super Fast",0
206,113304,3,113288,"Axial Fuses",3
92,113305,4,113304,"Axial Fuses - Fast",0
53,113306,4,113304,"Axial Fuses - Time-Lag",0
61,113307,4,113304,"Axial Fuses - Super Fast",0
471,113308,3,113288,"Fuses TR5",2
245,113309,4,113308,"Fuses TR5 - Fast",0
226,113310,4,113308,"Fuses TR5 - Time-Lag",0
107,113311,3,113288,"Fuses TE5",0
98,113312,3,113288,"Other Miniature Fuses",0
815,113034,2,42,"Polymer PTC Fuses",2
368,113035,3,113034,"SMD Polymer Fuses",0
447,100132,3,113034,"THT Polymer Fuses",0
352,100089,2,42,"Thermal Fuses",0
1083,100198,2,42,"Automotive Fuses",5
246,113036,3,100198,"Standard Automotive Fuses",0
234,113037,3,100198,"Miniature Automotive Fuses",0
56,113038,3,100198,"Car Fuses - Maxi",0
532,113136,3,100198,"Other Car Fuses",0
15,113239,3,100198,"Automotive fuses - Accessories",0
3007,113213,2,42,"Industrial Fuses",8
43,113313,3,113213,"Fuses 8x31mm",0
512,113314,3,113213,"Fuses 10,3x38mm",3
142,113315,4,113314,"Fuses 10,3x38mm - Fast",0
267,113316,4,113314,"Fuses 10,3x38mm - Time-Lag",0
103,113317,4,113314,"Fuses 10,3x38mm - Super Fast",0
208,113318,3,113213,"Fuses 14x51mm",0
165,113319,3,113213,"Fuses 22x58mm",0
1616,113214,3,113213,"NH Fuses",0
185,114011,3,113213,"D Fuses",0
10,113215,3,113213,"High/Medium Voltage Fuses",0
268,113216,3,113213,"Other Fuses",0
8,113141,2,42,"Special Applications Fuses",0
19,113039,2,42,"Fuses - Sets",0
1763,100088,2,42,Fuseholders,5
201,113040,3,100088,"Panel Mount Fuseholders",0
229,113041,3,100088,"PCB Fuseholders",0
48,113042,3,100088,"Fuseholders for Cable",0
762,113043,3,100088,"DIN Rail Sockets",0
523,113593,3,100088,"Car Fuseholders",0
34,113320,2,42,"PTC Thermistors",0
14905,113044,2,42,"Circuit Breakers",8
268,113642,2,113643,"Socket Strips",0
7053,100418,3,113044,"Circuit Breakers",0
2817,113045,3,113044,"RCD Circuit Breakers",0
851,100413,3,113044,"Motor Protection Breakers",0
18,113518,3,113044,"Earth Leakage Relays",0
687,113046,3,113044,"Surge Arresters",0
2567,113047,3,113044,Disconnectors,0
644,113264,3,113044,"Installation accessories",0
26026,100232,1,111000,"Switches and Indicators",17
6129,100060,2,100232,Microswitches,2
2159,113048,3,100060,"Microswitches TACT",0
3970,113049,3,100060,"Microswitches SNAP ACTION",0
5975,100128,2,100232,"Panel Mount Switches",4
228,113050,3,100128,"Panel Mount Switches, Standard 16mm",0
2702,113051,3,100128,"Panel Mount Switches, Standard 22mm",0
703,113052,3,100128,"Panel Mount Switches, Standard 30mm",0
2342,113758,3,100128,"Panel Mount Accessories",0
323,113686,2,100232,"Control Stations",0
1576,100054,2,100232,"Rocker Switches",0
709,100058,2,100232,Dip-Switches,0
538,100057,2,100232,"Slide Switches",0
258,113053,2,100232,"Rotary Switches",0
1632,100056,2,100232,"Toggle Switches",0
2557,100055,2,100232,"Push Button Switches",5
1647,113675,3,100055,"Standard Switches",0
255,113676,3,100055,"Keypad Switches",0
123,113677,3,100055,"Door Switches",0
13,113678,3,100055,"Push-Pull Switches",0
519,113679,3,100055,"Detect Switches",0
2976,113054,2,100232,"Vandal Resistant Switches",3
2717,113674,3,113054,"Push Button Switches",0
122,113680,3,113054,"Piezoelectric Switches",0
137,113756,3,113054,"Capacitive switches",0
516,113055,2,100232,"Cam Switches",0
143,100233,2,100232,"Foot Switches",0
31,100493,2,100232,Joysticks,0
168,100062,2,100232,"Key Switches and Locks",0
108,100234,2,100232,Keypads,3
20,113681,3,100234,"Metal Keypads",0
78,113682,3,100234,"Plastic Keypads",0
10,113683,3,100234,"Membrane Keypads",0
717,100059,2,100232,"Encoding Switches",0
1670,93,2,100232,Indicators,2
1627,100325,3,93,"LED Panel Mount Indicators",0
43,112494,3,93,"Neon Indicators",0
624,63,1,111000,"Sound Sources",3
305,100207,2,63,Speakers,0
21,100225,2,63,"Microphones and Headsets",0
298,100208,2,63,Sounders,3
130,112496,3,100208,"Electromagnetic Sounders",2
49,112497,4,112496,"Electromagnetic Sounders with Generator",0
81,112498,4,112496,"Electromagnetic Sounders w/o Generator",0
143,112499,3,100208,"Piezoelectric signallers",2
67,112500,4,112499,"Piezo Transducers with Generator",0
76,112501,4,112499,"Piezo Transducers without Generator",0
25,113633,3,100208,"Panel Sound Signalling Devices",0
16985,112502,1,111000,"Relays and Contactors",2
13224,40,2,112502,Relays,3
6970,100593,3,40,"Electromagnetic Relays",7
241,112503,4,100593,"Reed Electromagnetic Relays",0
3013,112504,4,100593,"Miniature Electromagnetic Relays",0
1163,100051,4,100593,"Industrial Electromagnetic Relays",0
424,112505,4,100593,"Power Electromagnetic Relays",0
140,112506,4,100593,"Automotive Electromagnetic Relays",0
1229,112507,4,100593,"Electromagnetic Relays - Sets",0
760,112508,4,100593,"Electromagnetic Relays - Accessories",0
5613,112509,3,40,"Solid State Relays",3
4168,100052,4,112509,"One Phase Solid State Relays",0
921,112510,4,112509,"Three Phase Solid State Relays",0
524,112511,4,112509,"DC Solid State Relays",0
641,113134,3,40,"Installation Relays",0
3761,100423,2,112502,Contactors,3
2223,112512,3,100423,"Contactors - Main modules",0
904,112513,3,100423,"Contactors - Accessories",0
634,118116,3,100423,"Contactors -Installation Modular",0
4887,100440,1,111000,"Transformers and Ferrite Cores",8
1907,112514,2,100440,"PCB transformers",0
1138,100531,2,100440,"Transformers with Fastening",0
585,100028,2,100440,"Toroidal Transformers",0
86,112515,2,100440,"Safety Transformers",0
75,100408,2,100440,Autotransformers,0
717,112516,2,100440,"Current Transformers",0
190,112517,2,100440,"Ferrite Cores",0
189,112518,2,100440,"Coil formers and accessories",0
4303,41,1,111000,"Fans, Cooling and Heating Systems",14
673,112519,2,41,"AC Fans",5
466,112520,3,112519,"AC230V Fans",0
1,112521,3,112519,"AC 230V/115V Fans",0
133,112522,3,112519,"AC115V Fans",0
38,113479,3,112519,"AC 400V Fans",0
35,113480,3,112519,"AC 230V/400V Fans",0
1850,100091,2,41,"DC Fans",5
19,113203,3,100091,"Miniature Fans",0
90,112523,3,100091,"DC5V Fans",0
958,112524,3,100091,"DC12V Fans",0
651,112525,3,100091,"DC24V Fans",0
132,112526,3,100091,"DC48V Fans",0
99,113467,2,41,"EC Fans",0
281,113205,2,41,"Fans Accessories",4
129,113206,3,113205,Guards,0
86,113207,3,113205,"Filters and Inserts",0
19,113208,3,113205,"Power Cables",0
47,113209,3,113205,"Mounting Elements",0
70,100092,2,41,"Fan Controls",3
28,113248,3,100092,Controllers,0
9,113249,3,100092,"Accesories for Controllers",0
33,113666,4,112596,"AC Motor Controllers",0
9,100093,2,41,"Heating Mats",0
36,100094,2,41,"Temperature Indicators",0
320,100694,2,41,"Heating Elements",0
108,113278,2,41,"Air Conditioners",0
60,113279,2,41,"Heat Exchangers",0
229,113415,2,41,"LED Cooling",2
164,113176,3,100693,"Heatsinks for LED",0
65,113414,3,113415,"Cooling Modules",0
434,113471,2,41,"Ventilation Systems for Cabinets",4
167,113472,3,113471,"AC Fans",0
37,113473,3,113471,"DC Fans",0
89,113474,3,113471,Guards,0
141,113475,3,113471,"Cabinets Accessories",0
92,113531,2,41,"Fan Motors",4
15,113532,3,113531,"AC Motors",0
7,113533,3,113531,"EC Motors",0
57,113534,3,113531,"Fan Impellers",0
13,113535,3,113531,"Fan Motors Accessories",0
42,112888,3,21,"Peltier modules",0
33712,67,1,111000,"Power Sources",5
2195,100199,2,67,"Batteries, Rechargeable Batteries",4
754,100346,3,100199,Batteries,0
354,100076,3,100199,"Rechargeable Batteries",0
164,100247,3,100199,"Acid Cells",0
923,100077,3,100199,"Batteries - Containers and Holders",0
226,100647,2,67,Chargers,0
9636,112530,2,67,"Power Supplies",10
149,113646,2,113643,"Computer Power Supply Units and UPSs",0
1728,113655,3,112530,"Open Frame Power Supplies",0
2087,113656,3,112530,"Built-in Power Supplies",0
1108,113652,3,112530,"Din Rail Mounting Power Supplies",0
2662,113653,3,112530,"LED Power Supplies",0
993,113628,3,112530,"Plug-in Power Supplies",0
602,113629,3,112530,"Desktop Power Supplies",0
139,113630,3,112530,"Laptop Power Supplies",0
10,118094,3,112530,"PoE Power Supplies",0
158,100646,3,112530,"Car Power Supplies and Converters",0
21612,112532,2,67,Converters,2
19959,100320,3,112532,"DC/DC Converters",0
1653,100433,3,112532,"PCB AC/DC converters",0
43,113581,2,67,"Photovoltaic Modules",0
58879,112533,1,111000,"Wires and Cables",5
20723,38,2,112533,Cables,20
6278,112534,3,38,"Single Core Cables",2
681,112535,4,112534,"Single Core Cable - Solid",0
5597,100147,4,112534,"Single Core Cable - Strand",0
448,100148,3,38,"Test Leads",0
638,100555,3,38,"Power Cords",0
1106,113171,3,38,"Data Transmission Cables",5
322,113172,4,113171,"Telecommunication Cables",0
282,113173,4,113171,"Industrial Ethernet Cables",0
442,113174,4,113171,"Serial Bus Cables",0
36,113175,4,113171,"Building Automation Bus Cables",0
24,113740,4,113171,"Optical Fiber Cables",0
5839,100574,3,38,"Multicore Cables",2
2942,100156,4,100574,"Multicore Cables - Shielded",0
2897,100152,4,100574,"Multicore Cables - Unshielded",0
2297,113604,3,38,"Cables for Power Chains",2
1394,113605,4,113604,"Cables for Power Chains - Shielded",0
903,113606,4,113604,"Cables for Power Chains - Unshielded",0
610,112538,3,38,"Silicone Cables",2
405,100566,4,112538,"Silicone Cables - Single Core",0
205,100567,4,112538,"Silicone Cables - Multicore",0
625,100565,3,38,"Heat resistant cables",0
123,118166,3,38,"Fire Performance Cables",0
407,100596,3,38,"Car Instalation Cables",0
157,100157,3,38,"Coaxial Cables",0
346,113334,3,38,"Audio-Video Cables",5
7,113335,4,113334,"Video Cables",0
224,113336,4,113334,"Speaker Cables",0
74,113337,4,113334,"Microphone Cables",0
6,113338,4,113334,"Headphone Cables",0
35,113339,4,113334,"Cables for LED and DMX Installations",0
773,112539,3,38,"Ribbon Cables",3
234,113262,3,100687,"Ribbon Cables with IDC Connectors",0
387,100151,4,112539,"Ribbon Cables - Single Color",0
152,100564,4,112539,"Ribbon Cables - Multicolor",0
30,100149,3,38,"Telephone Cables",0
522,100146,3,38,"Spiral Cables",0
416,100610,3,38,"Coil Wires",0
22,113597,3,38,"Resistance Wires",0
44,100571,3,38,"Silver Plated Wires",0
37,100575,3,38,"Copper Braids",0
5,112540,3,38,"Cables - Others",0
14174,100687,2,112533,"Cable Assemblies",13
962,100685,3,100687,"HDMI, DVI, DisplayPort cables and adapt.",0
1130,112541,3,100687,"USB cables and adapters",0
3160,100688,3,100687,"RJ45 Cables",0
775,113341,3,100687,"Fibre Optic Patchcords and Pigtails",0
588,100328,3,100687,"Audio - Video Cables",0
97,100382,3,100687,"Computer cables and adapters",0
234,113262,3,100687,"Ribbon Cables with IDC Connectors",0
3200,100329,3,100687,"Power Supply Cords",4
1445,113200,4,100329,"Universal and Computer Power Cords",0
860,113201,4,100329,"Extension Power Cords",0
636,113235,4,100329,"DC Power Cords",0
259,118135,4,100329,"Cables for Electric Cars",0
94,100686,3,100687,"Monitor cables and adapters",0
322,100331,3,100687,"Coaxial Assemblies",0
50,100330,3,100687,"Telephone Cables Assemblies",0
230,118156,3,100687,"Wire-To-Board Cable Assemblies",0
3332,112583,3,100249,"Sensors - Cables",0
4183,100072,2,112533,"Conduits and Insulating Sleeves",5
159,113544,3,100072,"Wiring ducts",0
264,113545,3,100072,"Polyester conduits",0
531,113546,3,100072,"Electro Insulation tubes",0
1318,113547,3,100072,"Protective tubes",0
1911,113548,3,100072,"Conduits accessories",0
17774,39,2,112533,"Cables - Accessories",7
2705,112542,3,39,"Cable Ties and Holders",3
1788,100068,4,112542,"Cable Ties",0
584,113751,4,112542,"Cable Ties â€“ Metal",0
333,112543,4,112542,"Cable Ties - Holders",0
447,100069,3,39,"Cable Holders",0
742,113685,3,39,"Worm Gear Clamps and Fixing Clamps",0
3033,100073,3,39,"Wire Markers",0
8761,112544,3,39,"Glands and Grommets",6
5492,100071,4,112544,Glands,0
214,118103,4,112544,"Inserts for Glands",0
759,113164,4,112544,"Reduction of Threads for Glands",0
667,113165,4,112544,"Nuts for Glands",0
913,118104,4,112544,Stoppers,0
716,112545,4,112544,Grommets,0
2067,100337,3,39,"Cable Chains",0
19,113687,3,39,"Gel Cable Joints",0
2259,113255,2,112533,"Heat Shrink Tubes",0
40445,100336,1,111000,Mechanical,36
5263,100316,2,100336,Bolts,0
180,113391,2,100336,"Shoulder Screws",0
3150,100616,2,100336,Screws,0
666,100317,2,100336,Nuts,0
231,112546,2,100336,"Threaded Insertions",0
881,100318,2,100336,Washers,0
455,100617,2,100336,Rivets,0
204,113673,2,100336,"Fittings for ropes",0
2132,100618,2,100336,"Safety Elements",6
118,113256,3,100618,"Circlips for shafts",0
659,113257,3,100618,"Safety pins",0
68,113258,3,100618,"Parallel keys",0
609,113259,3,100618,"Indexing plungers",0
12,113271,3,100618,"Side Thrust Pins",0
666,113331,3,100618,"Locking pins",0
386,113743,2,100336,"Car Fasteners",0
3606,100335,2,100336,"Metal Spacers",0
3678,100334,2,100336,"Plastic Spacers",3
985,112547,3,100334,"Plastic Standoffs",0
2481,112548,3,100334,"Plastic Pegs",0
212,118183,3,100334,"Insulating Spacer Sleeves",0
366,112549,2,100336,Joints,0
24,100474,2,100336,"PCB Brackets and Guides",0
138,113565,2,100336,"Handwheels and pointers",0
1226,113166,2,100336,Knobs,0
468,113272,2,100336,"Accessories for Hydraulic Systems",3
221,113273,3,113272,"Breather Caps and Plugs",0
50,113274,3,113272,"Level Indicators",0
197,118141,3,113272,"Connection Fittings",0
1145,113167,2,100336,"Clamping Levers",0
1243,113231,2,100336,"Locks and Clasps",3
999,113392,3,113231,Latches,0
43,113393,3,113231,"Clasps and Latches",0
201,113394,3,113231,"Electromagnetic Locks",0
425,113168,2,100336,Hinges,0
83,113238,2,100336,"Caps Plugs and Masking",0
2681,113169,2,100336,"Feet and Wheels",4
853,113395,3,113169,Feet,0
1393,113396,3,113169,Wheels,0
406,113397,3,113169,Feet,0
29,113566,3,113169,"Accesories for feet",0
778,113232,2,100336,"Profiles and Holders",3
41,113561,3,113232,"Aluminium Profiles",0
66,113562,3,113232,"Holders for Sensors",0
671,113563,3,113232,"Accessories for Profiles",0
489,112550,2,100336,"Vibration Dampers",0
1619,113476,2,100336,Bearings,2
1015,113477,3,113476,"Plain Bearings",0
604,113478,3,113476,"Roller Bearings",0
1227,113347,2,100336,"Profiles for LED",0
434,113372,2,100336,Handles,0
311,113599,2,100336,"Sliding and Transport Systems",2
292,113745,3,113599,"Linear Guides",0
19,113746,3,113599,"Transport Systems",0
2117,113322,2,100336,"Technical seals",1
2117,113323,3,113322,Seals,0
2803,113724,2,100336,"Mechanical Power Transmission",0
156,113735,2,100336,"Support insulators",0
611,113736,2,100336,"Engineering materials",2
277,113737,3,113736,"Plastic rods",0
334,113738,3,113736,"Plastic sheets",0
70,113275,2,100336,"Toggle Clamps and Clamping Bolts",0
742,113685,3,39,"Worm Gear Clamps and Fixing Clamps",0
222,112555,3,112554,"Edge Protective Covers",0
235,100480,3,100249,Magnets,0
17178,100431,1,111000,Enclosures,17
6548,100241,2,100431,"Multipurpose Enclosures",0
397,100632,2,100431,"Modular Aparatus Enclosures",0
552,100240,2,100431,"Remote Control Enclosures",0
178,113542,2,100431,"Enclosure for Embedded Systems",0
104,100630,2,100431,"Enclosures for Devices with Display",0
163,112551,2,100431,"Enclosures for Alarms and Sensors",0
108,100629,2,100431,"Enclosures for Potting",0
75,100628,2,100431,"Power Supplies Enclosures",0
1198,100625,2,100431,"Din Rail Mounting Enclosures/Accessories",2
508,113590,3,100625,"Din Rail Mounting Enclosures",0
690,113591,3,100625,"Din Rail Mounting Enclosures-Accessories",0
752,100624,2,100431,"Wall Mounting Enclosures",0
328,100626,2,100431,"Desktop Enclosures",0
171,100101,2,100431,"Shielded enclosures",0
1307,100623,2,100431,"Enclosures with Panel",0
124,100631,2,100431,"19inch Enclosures",2
98,112552,3,100631,"19inch Enclosures",0
26,112553,3,100631,"19inch Enclosures - Accessories",0
189,100242,2,100431,"Panel Mounting Enclosures",0
836,113522,2,100431,"Junction boxes",0
4148,112554,2,100431,"Enclosures - Accessories",7
434,113372,2,100336,Handles,0
406,113397,3,113169,Feet,0
222,112555,3,112554,"Edge Protective Covers",0
81,112557,3,112554,"Enclosures - Caps",0
240,112558,3,112554,"Enclosures - Holders",0
743,118134,3,112554,"Enclosures - Mounting Plates",0
2022,112559,3,112554,"Enclosures - Other Accessories",0
36857,100124,1,111000,Automation,4
17176,100249,2,100124,"Sensors and Transducers",21
4456,112560,3,100249,"Inductive Sensors",3
4080,112561,4,112560,"Cylindrical Inductive Sensors",2
